"","text","sentiment"
"2059","you can read the full story when i submit a case to your team about the pilot of flight and why we are sleeping in dia","negative"
"2060","whats with the layover in canada from the  is that scheduled","neutral"
"2061","an inconvenience is a weather delay your pilot deciding to waste enough time so the faa wouldnt let him fly is negligence","negative"
"2062","i bought a ticket with a price that was published by mistake and now i got an email that indicates united cancelled flightled my ticket why","negative"
"2063","new plane wifi not working entertainment non existent new seats seriously uncomfortable really ","negative"
"2064"," you sure missed the mark on tonights redeye from lax to chicago what a mess you can do better","negative"
"2065","after of avoidable nonweather delays that link better be giving out ","negative"
"2066","where is our luggage","negative"
"2067","we just left delayed httptcoxzbajmiekx","negative"
"2068","all set figured it out at the baggage office","neutral"
"2069","screws up againto be expected never again","negative"
"2070","why dont you allow families with small children to board first anymore our next flight will be on another airline","negative"
"2071","life goal complete ‚úîÔè","positive"
"2072","i have 20 and ill draw you a super sweet picture of your choosing will that get me roundtrip to san diego ˇúˇú its so cold here","neutral"
"2073","flight cancelled flightled to denver service agent offered me a non jet salt lake to denver or red eye out of atlanta then hung up on me","negative"
"2074","thats called throwing loyalty out the window and trying to give less awards","negative"
"2075","your unhelpful team sure i did im in bangkok my bag in chicago are u going to pay for my accommodation s until my bag arrives","negative"
"2076","id hardly call going from 10miles to 1 miles a ticket cutting edge about 110 the perk","negative"
"2077","thats not an apology say it","negative"
"2078","just sent a dm thank you for the acknowledgment","positive"
"2079","download jeokoo the american app for air travelers","neutral"
"2080","been on hold for almost two hours trying to talk to someone about a cancelled flighted flight tomorrow morning what do you suggest","negative"
"2081","no apology cool","negative"
"2082","you ask a lot of customers who  you routinely screw over you know that right","negative"
"2083","im a first time solo female traveller and its pretty scary being in a foreign place not knowing where your belongings are","negative"
"2084","i am who knows where my bags are do i just wait around and hope they arrive no one has answers i have plans and no answers","negative"
"2085","somehow i knew that youd wait until i was airborne to respond ","negative"
"2086","missing flight attendant  delayed flight prime example how 1 person impacts s of people hnl gt iah  ","negative"
"2087","has me stranded in texas and then hangs up on me when im trying to figure out how to get home cool","negative"
"2088","we have tried to change our flight three times on the phone and got disconnected each time","negative"
"2089","poor showing today no assistance to passengers who mis connected due to maintenance and waiting for baggage","negative"
"2090","has been showing the same tone deaf video for all these years about how wifi is coming hahnot before i leave ftw","negative"
"2091","can i get a follow i fly with you for christmas","neutral"
"2092","more people stranded cause you suck better yet you weasel out of flight booking problems rooms for people claiming weather httptcoflcnnn2usd","negative"
"2093","look at all the delta flights that landed while your pilots claimed they couldnt fly to jac httptco6kp4m0r1f7","negative"
"2094","thank you much appreciation for your help","positive"
"2095","been sitting on flight for an hour after landing in newark first no gate then no jetway operator seriously","negative"
"2096","worst customer service experience ever 40 minutes to get the jetway to the plane at ewr tonight flight   disappointed","negative"
"2097"," not only 2 hour delay  double booked seat nit parked at wrong gate  incompetence at its finest  been waiting  for over 1 hr","negative"
"2098","look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight httptcoo1u96xc3bo","negative"
"2099"," routing a person from houston to newark nj  and then to sfo is not acceptable","negative"
"2100","phone","neutral"
"2101","freakin","negative"
"2102","pick","neutral"
"2103","suck","negative"
"2104","25 minute hold is 1 hr 25 min ","negative"
"2105","20 yrs of flying continentalunited exclusively i get why everyone hates you  ewr ","negative"
"2106","24 seats available on the 215 pm from ord to rdui need 2 seats please","neutral"
"2107","im still trying to get things worked out and you have yet to respond back","negative"
"2108","screwed up our reservation they assigned a new  to just one of us amp when they changed our flight only changed the original ","negative"
"2109","25 min hold has now progressed to over an hour","negative"
"2110","you suck","negative"
"2111","yo you need a new website really badly this day and age","negative"
"2112","if i was rebooked do i have to pick up my luggage","neutral"
"2113","how can u not have gate ready or gate agent for going on hour two","negative"
"2114","just dmd","negative"
"2115","had a different fiasco on my outward trip and was rebooked on to qantas laxsyd no ff miles show up in my account for that ","negative"
"2116","i am following  you need to follow me for dm","neutral"
"2117","it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60min","negative"
"2118","not a good day to fly u two delayed flights still on plane at ewr waiting over 15 hours for gate get to gate no gate agent","negative"
"2119","just called and did it should have earlier because im being sent to dca first and then to pvd we may rent a car instead","neutral"
"2120","my luggage is set to go to dca however i am rerouted to dulles currently in nolo however bags are in houston can you fix this","negative"
"2121","i went from sacramento to minneapolis at the end of october in business class","neutral"
"2122","im extremely disappointed w my service for this trip as a explorer card holder","negative"
"2123","i hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots ","negative"
"2124","such a relaxing space for a drink before my flight at global first lounge httpstcoj4cj0lrf2d httptcodtlguq1kak","positive"
"2125","i will never fly with you again i went on vacation this week and you lost my bags both ways now i have no clothes thankyou","negative"
"2126","sadly this wasnt just due to mother nature investigate this incident and your employees at sfo terrible customer experience","negative"
"2127","flight ua90 is taking off now after was delayed over 4 hrs 30 passengers to miss their flight to tel aviv","negative"
"2128","30 of us on flight trying to get to tel aviv that is trying to take off right now with out us so cruel next flight is ","negative"
"2129","considering im now stuck in newark with virtually sleep in 30 hours i doubt it  hope car rentals are available","negative"
"2130","i see several economy plus can you put us in those we dont have to be seated together","neutral"
"2131","what a really great amp flattering story about you you should be very proud  httptco7br5t5qcxk via ","positive"
"2132","i see you coming to get me and in hawaii httptcog8dka3edhf","neutral"
"2133","airline sucks customer service sucks no courtesy incompetent  passengers do not matter bet the ceo is just doing fine though","negative"
"2134","do you expect to cancelled flight flights out of tomorrow morning given the storm","negative"
"2135","also ran out of water and refused service ","negative"
"2136","i have a question","neutral"
"2137","can you increase the legroom  how airlines compare httptcodiufep8n2q via ","negative"
"2138","on a 4 seg flt yvr to zurich why would you credit all miles and but only 2 segs on full fare","negative"
"2139","i see two flights with two seats in the morning can we get on those","neutral"
"2140","and now they sent our green tagged bags to the luggage carousel its been one mess up after another bad day ","negative"
"2141","the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and i see 2 right there ","negative"
"2142","the drunk guy you threw out of flight 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food","negative"
"2143","sitting in denver airport waiting for a plane to be refueled for an hour and a half hurry the fuck up united you fucking retards","negative"
"2144","we will be at the airport first thing in the morning","neutral"
"2145","im rebooked on a flight tomorrow even though i had 1st class seat orig i have a lousy coach seat","negative"
"2146","well this one missed the mark  she was in a snit from the minute i stepped up to the counter","negative"
"2147","doesnt have to be same flight 2 and 2 will work also","neutral"
"2148","who compensates is for the delays caused by the fact that you dont have enough flight attendants httptco96apr35qan","negative"
"2149","weve been seating for 5hrs inside flight at delayed weve only been offered water amp cookies in business class ","negative"
"2150","please get me off this plane ","negative"
"2151","yes on a nonstop to memphis tomorrow morning with the snow coming in i got my fingers crossed it will go","neutral"
"2152","traveling with 3 young kids chose our original flights for a reason","neutral"
"2153","have since dropped to 2 layovers but still not acceptable","negative"
"2154","our 1 layover itinerary was swapped for a 3 layover itinerary  really","negative"
"2155","your app says flight to departed 245hrs late flight but 5 hours late flightr we are still seating inside the plane in   ","negative"
"2156","not completely  our flight was changed in july but we never received notification","negative"
"2157","are there any upgrades avail to get us all on the same flight","neutral"
"2158","wife and i have two new destinations and im stuck in dc until monday with no bags","negative"
"2159","no i dont spoke with baggage contact at 1number said they will try to get bags to stay at iad for pick up tmrw","negative"
"2160","can you make sure i‚Äôm on the upgrade list for 223 ewrpdx using my gpu priority got a weird email about it","negative"
"2161","so is that two seats avail so far for us","positive"
"2162","has once again earned a place as the worst airline in the business","negative"
"2163","is flight number denver to las vegas on sunday feb 22 cancelled flighted ","neutral"
"2164","when i read it say  in some cases can you please define this for me when for example would it not be the case","negative"
"2165","im trying your wifi on  but sorry it really slow even lagging and that isnt a hard stream","negative"
"2166","not until tomorrow night and the hotel voucher had higher rate than travelocity not loving cost but hard working staff","negative"
"2167","flight sitting at newark waiting for a gate seriously flight","negative"
"2168","why dont you ever print my known number on my ticket because of this i never get to use the prescreen i paid for","negative"
"2169","boarding was decent 3 useless agents that dont speak english after 25hrs of hold 6hrs of mech delay not so much","negative"
"2170","after all i have been through on this trip can you get me on another airline home","neutral"
"2171","flight was cancelled flighted after the last opportunity to rebook us on other flights this evening passed","negative"
"2172","boarding a would be much faster if you boarded back to front instead of front to back ","negative"
"2173","its 956 and the desk attendant stated we would sit awhile until given the all clear lack of communication seems to the norm","negative"
"2174","had been suffering immensely ever since this merge  hopefully ill never have to fly ever again ","negative"
"2175","id really like to get off of this plane now","negative"
"2176","possibly the worst airlinegave them three chances second time in 2 weeks a flight has been delayed and or cancelled flightled due to mechanics","negative"
"2177","cabin pressurization issues are pretty serious flight landed in washington because of it my head is pounding","negative"
"2178","sandra at ur international checkin counter was rude and offensive  she commented she didnt care if i complained cuz she had 25yrs","negative"
"2179","my contact stuff is in the bag and im legally blind this is so messed up","negative"
"2180","did i mention that i was on the plane so is my luggage my luggage that im not going to have for how many days","negative"
"2181","3 times ive called customer services each at least 40 mins each time cut off by your operators why cant you call me back","negative"
"2182","tell me that youre at least going to cover a room and get me out of here","negative"
"2183","omg you just bumped me off the last flight can this get any worse","negative"
"2184","which just speaks to basically the worst designed web system ever","negative"
"2185","yeah i tried that about 10 times for two different tickets and it told me to try again late flightr","negative"
"2186","please fire the captain of flight today he single handedly ruined every passengers day by being a piece of shit ","negative"
"2187","u blow","neutral"
"2188","what exactly do you hang on this hook httptcozhxok07aqa","negative"
"2189"," flight cancelled flightled 4 hrs at airport to book a new one for 95 just got two invoices for the flight each for approx  really","negative"
"2190","why do you hire pos pilots thanks for ruining my trip and not allowing me to see my buddy as he turns 30 ","negative"
"2191","your airline is again rated the worst in america so youve got your work cut out for you its bc you treat customers like garbage","negative"
"2192","whats the best way to get your tickets print off at home or go to check in desk","neutral"
"2193","pay for my hotel im a broke student ","negative"
"2194","all 4 of us are on standby in houston tomorrow for flights to calgary if you could get us on one or two of those that would help","negative"
"2195","what a nightmare  both sides of my flights are a disaster  at houston getting attitude cuz i was sent to ticket counter","negative"
"2196","youre terrible","negative"
"2197","it was eventually explained that weather conditions too extreme to get luggage off planes will be sent on but i wont be for days","negative"
"2198","anyone there did you read my dm","negative"
"2199","from denver we just boarded fingers crossed we get into the air","positive"
"2200","ewr to mco made unplanned landing because of pressurization failure worst pain ive ever felt i thought i was going to pass out","negative"
"2201","how does that make a flight takeoff on time and regardless it makes me late flight because now i have to wait for my bag at baggage claim","negative"
"2202","its been over 3 hoursat what point do you let people off of the plane ","negative"
"2203","trying to get a customer service agent  just landed in sfo  cant fly with 3 layovers with 3 kids","negative"
"2204","why are there no early morning flights from hnl to anywhere in the continental us example monday 420 need flight to phl","neutral"
"2205","nope i gave up  maybe theyll deliver it","negative"
"2206","thanks for the upgrade please try to get my company to approve more business class travel","positive"
"2207","more and more delays no cs help at all no notifications","negative"
"2208","and waiting","negative"
"2209","hoping there is a spare ac for tomorrow  have a ship to board  the sched aircraft is delayed from previous flts","negative"
"2210","hubby made it by the skin of his teeth   ","positive"
"2211","the incompetence is truly stunning at this point 4 hours on a plane for a 175 hour nonstop flight","negative"
"2212","1st u delay my flight for mechanical failurethen 2 hrs on the runway amp 13 hrs late flightr im still here with a lost bag amp no resolution","negative"
"2213","is the worst","negative"
"2214","still waiting","negative"
"2215","thanks for the reply to clarify the airfare is similar to your likely intended peer group the 3 beer charge however is not","negative"
"2216","lies lies liesstill sitting at the gate have not moved an inch httptcolulgnweffh","negative"
"2217","i have requested upgrade for ewr bom flight end of may miles  copay when will i know if i am upgraded","neutral"
"2218","amp finally he was told he couldnt use the front of plane restrm he was row7 though myselfothers in rows behind him used wno issue","negative"
"2219","at could not be worse i get the bad weather but this is awful","negative"
"2220","any plans of restating nonstop service between iad and south florida  we miss our flights to fll","neutral"
"2221","instead of be told when we board we have to wait for the emails telling us about the delays","negative"
"2222","additionally my husband paid for tv service amp it stopped working about halfway through the flight","negative"
"2223","following","neutral"
"2224","unfortunately they didnt i asked the staff if they could help they said we should ask ppl in our row to switch but no one would","negative"
"2225","please update what is going to happen to passengers now that flt ua14 has been cancelled flightled","neutral"
"2226","your baggage person told me to go through  theyre handling my connecting flight","negative"
"2227","i sent a pm over two weeks ago and have heard nothing  ","negative"
"2228","well to the degree that he could just to know after this experience im cancelled flighting my miles card thank god for ","negative"
"2229","thank you excited to be working with you guys","positive"
"2230","could really use your help getting our bags at iad were headed to yow but now going to yxu","neutral"
"2231","it appears there are six flights to calgary tomorrow is this correct","neutral"
"2232","and yet we still havent left yet and i cant watch my prepaid directtv ","negative"
"2233","yr team have me on hold for over an hour unhelpful pls can you answer my question","negative"
"2234","let us know when you find everyones luggage thanks ","negative"
"2235","do u serve peanutsnuts on yr flights yr policies r confusing contradictory advice pls help will u ask those 2 refrain","neutral"
"2236","is there another airport closer to calgary we can fly out of tomorrow","neutral"
"2237","nope im on ua that was supposed to leave at 647 but are still at the gate apparently we are about to pull back and deice","negative"
"2238","still do not have my bag its in the clt airport was originally told i would have it by 2pm","negative"
"2239","yes about an hour after landing","neutral"
"2240","just texted me to say flight is delayed due to air traffic control bs they pulled the plane in late flight ","negative"
"2241","6 minutes to boarding at b12 in ord no sign of gate agent a little help","negative"
"2242","on flight right now","neutral"
"2243","can you help me get a flight out tonight to houstonjust dont want to be stuck here till monday with all this bad weather moving in","neutral"
"2244","website says my flight is on time it leaves in 15 min and nobody has boarded yet ","negative"
"2245","from the air another missed cnxn 2day atc went on strike in belize this am now family amp i miss cnxn in ewr please see my dms","negative"
"2246","we are the airline that has cancelled flightled flights tomorrow to the nyc area","negative"
"2247","hoping to get out earlier than 223 only phone option or assistance with hotel","neutral"
"2248","having to pay for a hotel room in cleveland because of last minute cancelled flightled connecting flight booked through unitedunimpressed","negative"
"2249","i was on and it was cancelled flightled im waiting at customer service","negative"
"2250","i was on today and left my sunglasses in seat 26f please help me get them back ","neutral"
"2251","flight has been delayed for another hour so only have 24 mins to transit at lax extremely unlikely i will make it","negative"
"2252"," we are now going back to the gate bc of something overheating after sitting out here for 3 hourslove united but this stinks","negative"
"2253","congratulations united fail again sky at a gate with a plane full of people waiting on 2 weather gets worse now we cant leave","negative"
"2254","thank you for leaving my bag in houston despite what your system says i was definitely on the flight","negative"
"2255","how come a 27 shuttle bus from lga to ewr has electrical power outlets but our new airbus interiors do not ","negative"
"2256","reply to  doesnt do any good to check outlets preflight when moved to different equipment after boarding due to malfunction","negative"
"2257","15hr flight wbroken media system witness as we bounce off walls remind me why im 1k","negative"
"2258","i was rebooked thru sfo but arrive 9 hours late flight and miss activities i asked to fly today with stop over was told id have to pay","negative"
"2259","never again","negative"
"2260","tonight you made this fred flintstone happy with an upgrade to 1st class httptcogkgkzlawpr","positive"
"2261","who do i need to contact regrading a complaint and to get a voucher funds for future travel on united","neutral"
"2262","is trying to strand us in houston until tomorrow morning pretty sure overflight booking problems and maintenance arent our fault","negative"
"2263"," your costumer service today in the providence airport was sucked recommend your airline learn to check the weather and be honest","negative"
"2264","fire yr rep who refused to put me on a flight that i had a boarding pass and seat on full explanation and her name in complaint","negative"
"2265","thats great pls let me know when u start","positive"
"2266","lmfao","neutral"
"2267","god damn fucking crew wont be here till 640 so youve known for over an hour and a half the flight time was bullshit","negative"
"2268","you really do have a culture problem everyone i tried to work with blamed someone else or told me how theyre short staffed","negative"
"2269","sucks","negative"
"2270","i can understand that but to not have another plane available when there is a full day till departure is unacceptable phoenix","negative"
"2271","is honestly ruining my fucking life right now never again","negative"
"2272","flight cancelled flightled to bdl and stranded  waiting almost 2hrs at customer service shout out to diligent agents","negative"
"2273","wheres the crew for ","neutral"
"2274","thanks  not sure arranged move to the earlier flight but im at the gate with a seat assignment  super nice agent at gate c4 ord","positive"
"2275","quality work going on here httptco9xbo5dakak","negative"
"2276","no customer service rep could confirm where my bag was amp each gave me different info ruined 2 events i had today ","negative"
"2277","weve let you know how to help the millions of customers youve treated like garbage its no coincidence ur ranked worst airline","negative"
"2278","yes after landing at last night spoke to 10 baggage claim customer service reps finally spoke to one amazing ticket agent","negative"
"2279","charging for biz flight to uk  somewhat egregious charging 3 on top for a sam adams draft at the united club is usurious","negative"
"2280","i see thanks for explaining","positive"
"2281","your social listening capabilities are awful if this is the reply for the context in which you were mentioned ","negative"
"2282","if you follow me i will dm you my phone  which you can call","negative"
"2283","after an hour wait my issue is resolved i did contact customer service to comment on the wait time thanks for contacting me","positive"
"2284","yes they did must have fixed the broken ramp thanks","positive"
"2285","flightis basically a prison on the runway  sfo 6delays 4hrs of sitting no water no answers reminded y i hate this airline","negative"
"2286","thanks","positive"
"2287","hey i missed my outbound flight  can i still use my return ticket","neutral"
"2288","says  is the final carrier  us air doesnt have it i want my bag not a claim not an im  sorry i want my clothes","negative"
"2289","seriously 24 hrs to get bags from iad intl arvls to carousel 2 for custs wcancelled flightled connects i understand irrops but ridiculous","negative"
"2290","most terrible flight experience happening to everyone right now on flight6 delays 4 hrs total missed all my flights now thnx","negative"
"2291","one of you has my bag claim and i want it in mga now","negative"
"2292","you have failed so uncontrollably today that its beyond repair im beyond livid with your absolute disregard to operations","negative"
"2293","the opal dragon book the dragon ali has woven his murdering ways from the philippines to australia httptcon2fvelcygz","neutral"
"2294","a friend traveled via today and never got their luggage what recourse does the person have buy clothes and get reimbursed","negative"
"2295","i keep getting kicked to an error message when trying to purchase a flight on httptcop3n2w8jfps have tried at least 4x","negative"
"2296"," any way to get a message to an international flight gate at ewr      road conditions are horrible trying to get to flight ","neutral"
"2297","hello we are doing a world record attempt on the amount of ball point pens in a collection please could you help with a pen","neutral"
"2298","you have a culture issue","negative"
"2299","rep wouldnt rebook this is such a waste of time and poor communication","negative"
"2300","my flight is late flight due to mechanical issues 3 of 4 flights in past 10 days","negative"
"2301","employees almost seem happy when delivery terrible customer service","negative"
"2302","can i get your service desk  at iad","neutral"
"2303","its  how can my flight from a major city already be cancelled flightled 24 hours before departure due to weather  backup planes","negative"
"2304","kurt and the crew on were amazing today they made my sons birthday with their kindness hope to fly with them again soon","positive"
"2305","been on hold on the phone for well over half an hour waiting to make a reservation change i wanted to make online help","negative"
"2306","22 instead had to wait on plane from ottawa that never came now im back home and have to try again tomorrow suitcase still lost","negative"
"2307","im glad u can solve the prob but my experience remains  will not fly again on ","negative"
"2308","u cancelled flighted my flight from iad to jax was supposed to use plane from bna but u used that plane for another destination instead 12","negative"
"2309","appreciate the early arrival of  but any chance ord will ever bring the bags out","negative"
"2310"," it is possible to make a ticket change via twitter traveling internationally and cant make calls thanks in advance","neutral"
"2311","a broken luggage and a mild case of food poisoning from ua5 lhriah who can i email about this","negative"
"2312","just filled it out hope someone responds before we book our next trip","negative"
"2313","friends been sitting in houston since 7am flight cancelled flightedstill dont have any answers  10voucherwhatajoke","negative"
"2314","meant changed planes  i hate seating over wing if u wanted i would have booked it  u will get formal complaint","negative"
"2315","give me an email address and ill send the actually screen shot to you","neutral"
"2316","u guys did it again changed ages and double booked seats so i had to ive even though i have platinum and the other person none","negative"
"2317","also checked email you have on file for me and it is correct","neutral"
"2318","haven‚Äôt before and haven‚Äôt this time amp have checked spamjunk mail just in case‚Äînothing","negative"
"2319","sloppy stuff you dont see anymore  united has raised my expectations  this team was poor","negative"
"2320","how long does it take to get a response from your customer service about a complaint done through email","negative"
"2321","no bag tagging led to many people backing up the aisle to front with bags","negative"
"2322","cabin crew were huge offenders stood as a conversational cluster blocking exiting passengers","negative"
"2323","allowing passengers on my flight to block exit of plane","negative"
"2324","no wheelchairs","negative"
"2325","no commitment to a good turnaround an operations mgr would have counted a dozen small issues with individual performance","negative"
"2326","the nightmare continues httptcotsvgbrl15f","negative"
"2327","this team added 30 mins on turnaround","negative"
"2328","as a million miler with ua and flying almost every week i observe gate and flight crews committed to good operations","positive"
"2329","call wait times are over 20 minutes and airport wait times are longer","negative"
"2330","thanks we did","positive"
"2331","yes ive been waiting for four hours and no one has been able to help me","negative"
"2332","thank you for compensating us for our 4 lost bags we will fly with you again ","positive"
"2333","we are sitting on the runway for 2 hours it is ridiculous","negative"
"2334"," no your service here pretty much ruined my day but thanks for the weak attempt","negative"
"2335","what you forgot to tell them the flight was coming thanks for allowing me to miss my connection","negative"
"2336","such as deodorant shampoo toothpaste seems like that would be limited to 70oz correct","negative"
"2337","why was i forced to check my rollaboard on ua  plenty of room in the overhead next to my seat httptco5xvnnmltiw","negative"
"2338","please dont take my membership away ","negative"
"2339"," please get me an economy plus seat awful day of 2 cancelled flighted flights after lots of planning","negative"
"2340","has me weather not to blame 1hr hold to speak to an agent that doesnt understand the concept of time zones thanks","negative"
"2341"," yaayy yay prom httptcodxicoyioxf","neutral"
"2342","but your system gave my seat awaynow im 27l economy not econ  seat how did you give my plus seat away","negative"
"2343","i just asked my boyfriend to prom over the loudspeaker on flight he said yes best day ever thank u so much","positive"
"2344","yep‚Äîused that twice no case id numbers assigned just tried it againget screen that says ‚Äúthank you for submitting your request‚Äù","negative"
"2345","please you moved my seats and lost my upgrade i had seat 20l i have a ticket in my hand for 20l","negative"
"2346","so appreciated ","positive"
"2347","hmmmseems like this could be something to be changed to be more ","positive"
"2348","no problem just follow me back so i can thank you","positive"
"2349","any help is appreciated thats a looong wait for help on something thats not his fault","negative"
"2350","my husband is supposed to fly rdu to iad then iad to fra leaving in 2 hours you cancelled flighted his flight and theres a 1hr wait on phone","negative"
"2351","is probably the least satisfactory airline ive ever been on never fails to disappoint","negative"
"2352","this flight has been amazing this is the best flight i have ever been on i am not kidding service is incredible","positive"
"2353","not sure why u call it customer care  should be customer we dont care","negative"
"2354","who is in charge of making decisions over there cancelled flightling flight was unacceptable i should be in right now","negative"
"2355","i fly normally  this doesnt happen to me with them  ill let your flyers provide their own feedback thank you","negative"
"2356","the upgrade to first class was a nice way to fix your earlier mistake thank you","positive"
"2357","how about plowing the snow at a gate before the plane arrives so we dont sit for 45 minutes after an 8 hr flight fail","negative"
"2358","saturday this morning man dies from ebola httptcohxvvis0vww","neutral"
"2359","rhonda c at atlanta airport redeemed you guys she got us straightened out","positive"
"2360","ok so what is being done about my experience my family had a terrible experience for 1 its kind of like being robbedexplain","negative"
"2361","great job losing one of my six bags on a direct flight  dont know how you manage to do it","negative"
"2362","the worst customer service in denver","negative"
"2363","ruined my day amp start trip sfo to gig both legs changed lost my paid upgrade amp 1st class seat amp moved me from econ  to econ","negative"
"2364","so whats allowed or whats not allowed to be carried in my checked baggage","neutral"
"2365","now been on board with no movement for 25 minwow this experience just keeps getting worse and worse","negative"
"2366","have an employee at the gate 15min before boarding like u expect ur customers to be a competent company like ur rivals","negative"
"2367","no wonder the cabin is filthy ","negative"
"2368","and then when we asked the stewardess to take the disinfectant wipe as trash she said not with my hands ","negative"
"2369","i need to be a better airline","negative"
"2370","flight was cancelled flightled due to mechanical issues but when i ask for cab fare they say it was weather and cant help me","negative"
"2371","i havent booked yet im asking before i book","neutral"
"2372","hi there looks like my connection is delayed too so ill make it thanks","positive"
"2373","luckily i had my disinfectant wipes and did your job for you youre welcome ","negative"
"2374","you really should clean the food and coffee stains off of the area around the seats when new passengers come aboard gross","negative"
"2375","cldnt be happier w the many plastic wing pins given to me on flight  i love them amazing staff so nice httptcocbv7f3kbkx","positive"
"2376","since ua ordewr is delayed pushing it into meal time does that mean it will be catered with meals in first","neutral"
"2377","help invest more in your planes and your people and less in stock buybacks and executive pay maybe then you would not disappoint","negative"
"2378","roc flight cancelled flightled love my snowy drive home with no useful substitutes","negative"
"2379","correct  whats correct  sorry im lost","neutral"
"2380","thats a crazy long form you need something other than a video","negative"
"2381","i hope not to see the same issue on my return flight tomorrow","negative"
"2382","flight just cancelled flightled this is ridiculous","negative"
"2383","im flying ua but g with a3","neutral"
"2384","you shouldnt page ohead that its best to call 1  on hold 26 mins","negative"
"2385","we have developers flying down tmrw morn w45 min layover there is an earlier flight to have 15hr layover can move them up","neutral"
"2386","thanks for the reply  if you can get me a better seat on my next leg to munich that would be nice","positive"
"2387","appreciate getting put on hold for 20min and then getting hung up on because i was requesting help for big group ill try ","negative"
"2388","home is calgary can you get us there without the added expense of accommodations and meals","neutral"
"2389","thank you for your reply  my frustration is that spending a upgrade just puts you on a wait  list","negative"
"2390","or your staff could try not throwing the luggage around","negative"
"2391","4 of us are stranded   and flying from new orleans to huston tonight and we will be stuck there for two days rather fly than wait","negative"
"2392","hello i am flying first class and am behind 20 people on zone 1  pls pass on to app dept  you should board 1st class first","negative"
"2393","thank you for taking care of my mom and reflight booking problems her flight in phl","positive"
"2394","cant get anyone to deal with me in person cowardly customer service i cant be looked in the eyes by anyone","negative"
"2395","nope called lost the seating preference i paid for and here i still sit well see what happens w my flight late flightr","negative"
"2396","stuck in dc trying to get to denver the engine shut down twice on us at the terminal got any available flights for me","negative"
"2397","ill check it out appreciate the response regardless","positive"
"2398","nope  no case id either time","neutral"
"2399","yes cancelled flightled moved to  ill figure out car rental changes and such","negative"
"2400","troubling news time to raise the bar on legroom httptconmbhngnmki","negative"
"2401","was phenomenal frm gate sea to gate iad","positive"
"2402","thanks hopefully this is easily resolved","positive"
"2403","a3 gold so the international baggage limit apply when booked on 1 ticketeven for a domestic leg  what if i travel with 2 friends","neutral"
"2404","terrible travel experience traveled miles roundtrip but two cancelled flightlations of short hops cost me two days","negative"
"2405","why are you charging people to see the freaking flight map httpstcoagpb45v8wt","negative"
"2406","my flight from mco has been delayed amp scheduled to arrive after my connection departs what options do i have","negative"
"2407","is not a company that values its customer amp after reading tweets to them im not the only one who feels that way ","negative"
"2408","i was insulted disrespected and met with incompetence at every turn how about a voucher for a domestic round trip","negative"
"2409"," day to iad and cvg to iad both cancelled flightled by united but all other airlines operating friend stuck and now miss intl flight help","negative"
"2410","already dm you my concern pls check","neutral"
"2411","well if you dont want your customers to be frustrated compensate them appropriately when you screw up royally ","negative"
"2412","im aware i fly a lot  just sad i had to change my shoes boots ha ","neutral"
"2413","i will thanks","positive"
"2414","employees are the angriest angstiest group of people anywhere except for tasha at checkin at iah ","negative"
"2415","but its doubtful hell fly united again and he will be traveling a lot as a sales manager covering all of north america","negative"
"2416","they finally gave in a let him on after they threatened to send him back to vegas on coach thnx","positive"
"2417","worst customer nonservice for sure","negative"
"2418","worst airline ever","negative"
"2419","same flight number different flight im heading to mpls","neutral"
"2420","flights taking off from iad this afternoon","neutral"
"2421","i will i have to get to bangkok i have just 17 days to spend with my husband in his mid deployment leave like to get there asap","neutral"
"2422","just let the employees know that good service and a kind attitude towards customers is vital in this kind of business thanks","negative"
"2423","and a husband","neutral"
"2424","need assistance line is out the door and travelling with 3 kids","negative"
"2425","friend at ohare and cant get on flight bc they say no proof he bought 1st class tkt he has boarding pass","negative"
"2426","gave me a smile today with a zero award  computers have some sense of humour  httptcojnqnbk7hut","positive"
"2427","right now at tropic air in san pedro  line out the door all due to elected amp appointed hacks httptcokkedjnrtwo‚Äù","negative"
"2428","i take it as a compliment that i was mistaken several times as a member of your staff on my flight time to remove my scarf ","neutral"
"2429","your new mileage policy is awful before i might have paid slightly more for united because of miles now theres no difference","negative"
"2430","can anyone assure me that the aircraft coming to denver had left its previous destination flight ","negative"
"2431","yes refund my ticket and give me email address to let u know what happened","negative"
"2432","i would like 2 speak vp of jimmy samartzis i sent a surveyemail about my awful flight exp httptcootfz7cyguq","negative"
"2433","we are delayed in san pedro belize we are scheduled to fly out at 3pm from belize city to houston will you wait please","negative"
"2434","hello united you should take care of your call center in mexico city office terrible attitude from the lady who was helping me","negative"
"2435","great  im guessing you were late flight to open service is horrible youre overcharging and dont care that everyone is miserable","negative"
"2436","im glad 1k means something lol","neutral"
"2437","unbelievably disappointed delay after delay stop messing with my life","negative"
"2438","what a really great amp flattering story about you you should be very proud  httptcooktukjy92o via ","negative"
"2439","i was able to get a seat on earlier flight sfo to ind  can you add me to 6pm ord to ind","neutral"
