"","id","text","sentiment"
"974",569910971222892544,"@USAirways Another twist in the plot. Took off from Miami, then had to return due to a unsecured cargo door. most stressful vacation ever.","negative"
"975",569910981868060672,"@VirginAmerica Is it me, or is your website down?  BTW, your new website isn't a great user experience.  Time for another redesign.","negative"
"976",569910996824780800,"@united After speaking to a United customer service rep the night before a flight, confirming that everything is ok with your reservation..","neutral"
"977",569911005557338112,"@AmericanAir me too. Despite the chaos, I'm still grateful for a flight home ✈️","positive"
"978",569911064105754624,"@USAirways delayed, connection missed, now extended layover how about a lounge pass for PHL. #5077","negative"
"979",569911218942517248,"@VirginAmerica why is flight 345 redirected?","neutral"
"980",569911231705944064,"@USAirways @jhughes1025 grrrrrrrr. Couldn't book a flight via calling either :(","negative"
"981",569911255399596032,"@AmericanAir make that 7hours now","negative"
"982",569911344658386944,"@AmericanAir Also, I have to wait more than 2 hours before I can speak to someone on the phone?  I can't wait 2 hours.  :(","negative"
"983",569911501626028032,"@AmericanAir  that's what I am hoping for","neutral"
"984",569911515106582528,"@united 1.75 hour delay.  Nothing says sorry like a voucher.  Missing time with family.  #family #precioustime","negative"
"985",569911528368926720,"@AmericanAir Ok. We will probably Cancelled Flight our flights then, take a refund, and get home another way. Wednesday won't work for us.","negative"
"986",569911555967442944,"@SouthwestAir yep. 99.99999999% certain it was on that flight.","negative"
"987",569911600934752256,"alright @JetBlue.... done! alternatively, if you'd like to charter a private jet for me to PITT i will gladly accept :)","positive"
"988",569911608278974464,"@AmericanAir You didn't call, did you. Try it, and then you'll understand.  It's not possible to reach an agent,I don't know what else to do","negative"
"989",569911674158731264,"@VirginAmerica just landed in LAX, an hour after I should of been here. Your no Late Flight bag check is not business travel friendly #nomorevirgin","negative"
"990",569911713459408896,"@united Arriving at the airport 2 hours before departure time and still missing your flight bc you actually don't have an electronic ticket","negative"
"991",569911783596560384,"@AmericanAir I was flying today to MTY Mex at 9:30am but still appear Cancelled Flight, Where can i talk for another flight?","negative"
"992",569911816937033728,"@VirginAmerica I like the TV and interesting video . Just disappointed in Cancelled Flightled flight when other flights went out to jfk on Saturday .","negative"
"993",569912092351819776,"@united BUT you have received confirmation via email that you are confirmed and ticketed on this flight.","neutral"
"994",569912094272782336,"@SouthwestAir  thanks for adding passbook ability! Hopefully we can do group passbook tickets in the future somehow.","positive"
"995",569912213068066816,"@americanair why am I not being given a callback option??! Why has this service been turned off?","negative"
"996",569912608901373952,"@AmericanAir it's taken care of already. I've come to expect this level of horrible service from you time and time again","negative"
"997",569912710848057344,"@united Now arriving a day and a half Late Flightr than supposed to. Lesson of the day, don't believe verbal or written confirmations from United","negative"
"998",569912753479147520,"@AmericanAir customer service is terrible.Been waiting 6 weeks for a reply to an email. Not helpful at all and keep brushing off problems!","negative"
"999",569912776199704576,"@united Cancelled Flights flt from EWR. ""No crew"".Tells wife &amp; 4 yr old to ""get to NY to catch @AirCanada"" to YYZ! Good #customerservice is dead.","negative"
"1000",569912835871879168,"@AmericanAir I've been trying to call your reservations desk for past 12 hours and can't get through.  This is not what I expected.","negative"
"1001",569912888866906112,"@AmericanAir this receipt doesn't show the evoucher value nor does it mention having used an evoucher","neutral"
"1002",569912963273879552,"@USAirways called 3x &amp; it says high call volumes call back. At $1 a minute for international calls is there any way someone can contact me?","negative"
"1003",569913149505163264,"@AmericanAir @justynmoro I totally agree.  You get the automatic phone attendent that goes NO WHERE and hangs up.  Lousy service!","negative"
"1004",569913274218622976,"@AmericanAir flight home Cancelled Flightled today.  Any way we can get another flight to NYC from Texas? 4 hour wait for a call back from airline","negative"
"1005",569913288122765312,"@united I'd say most of the public can't extend their vacation a week, point is why advertise multiple flights you can't honor?","negative"
"1006",569913339427434496,"@VirginAmerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?","neutral"
"1007",569913595762311168,"@united gate C 24 IAD. U released passengers to board w/others deplaning .50 peopleOn bridge while next flight  board http://t.co/HfoF33iyhi","negative"
"1008",569913667476549632,"@JetBlue For one way, not letting me select TO city....strange...and now some fairs look ""normal"" ????","negative"
"1009",569913736774823936,"@united thank you very much for the help. We're do I pick up my bags aspen airport &amp; are they coming in today on flight911","positive"
"1010",569913796875161600,"@AmericanAir would it be possible to change my flight on your website? Many thanks","neutral"
"1011",569913838746742784,"@USAirways contact via FB messages, Twitter DM or text?","neutral"
"1012",569913899648098304,"@AmericanAir done.","neutral"
"1013",569914076496850944,"@USAirways / @AmericanAir was the worst experience I've ever had flying. Rude, delays, Cancelled Flightlations, lack of updates, and wasting our time","negative"
"1014",569914141814726656,"@AmericanAir Funny you should say that. I have been monitoring since January 1st. No change in availability. #fakeawards #LUVisbetter","negative"
"1015",569914295854739456,".@USAirways Can't book a flight online or over the phone. Your customer service is usually great -- anything you can do to help?","negative"
"1016",569914369905201152,"@united Okay thanks if you could please update me. I was told at the airport someone would call me today but they haven't.","negative"
"1017",569914377442340864,"@united sorry for the delayed response. It was UA #381 Chicago to San Fran. Held up for almost an hour on the Tarmac. Also, lost my bags","negative"
"1018",569914468404035584,"@AmericanAir boarded flight 2334 at 8:30am.  Now 11:40.  Still sitting on runway.  Lots o fun","negative"
"1019",569914488541069312,"@AmericanAir Thank you.","positive"
"1020",569914552382418944,"@AmericanAir is 2513 and 1555 on time or Cancelled Flightled?","neutral"
"1021",569914641414905856,"@AmericanAir you're not finding it bc @united  rebooked us on your airline when they realized they couldn't get us home - and we're at ORD","negative"
"1022",569914808339836928,"@AmericanAir because your plane's toilet wasn't working and they needed gas. This is flight 1081 leaving Dulles going to LAX. Do some...","negative"
"1023",569914848991010816,"@AmericanAir you have said the same thing to me over and over again but phrased differently. How about some actual help?","negative"
"1024",569914894868328448,"@AmericanAir research buddy. Read my previous tweets and get some context.","neutral"
"1025",569914957552353280,"@SouthwestAir Just landed in PHL. Row 9 window cover on N366SW could use some LUV. http://t.co/WQZZtIemX0","negative"
"1026",569915029950222336,"@united a) she's an international. Her phone is on the fritz, I had to get to Chicago from nearly 4 hrs away to figure everything out.","negative"
"1027",569915039114661888,"@AmericanAir and feel free to email me mikehertz7@gmail.com - don't worry, we're not going anywhere but this damn Tarmac for a bit!","negative"
"1028",569915133113323520,"@united b) I contacted you directly, and the phone service was Laissez Faire at best.  The problem isn't a Cancelled Flightled a flight.","negative"
"1029",569915182329286656,"@united It's the fact that an international should not be with out her bag and no sense of what's going on other than ""maintenance"".","negative"
"1030",569915248620150784,"@AmericanAir Will my us air points now be combined with yours?","neutral"
"1031",569915269767757824,"@AmericanAir flight Cancelled Flightled and was trying to reschedule but 800 number just says to call back","negative"
"1032",569915419018067968,"@SouthwestAir i just recieved an email from your memphis station hopefully they have my bag.","negative"
"1033",569915529496027136,"@united shes been rescheduled for today, but with the frigid cold, being a possible reason for ""maintenance"" it could be the same issue 2day","negative"
"1034",569915550127800320,"@united We're hoping to hear from you actually.","negative"
"1035",569915576862183424,"@united only thing confusing me is why I lost priority boarding? I'm a mileage plus card member 😔","negative"
"1036",569915610890547200,"@united, last week shanghai to sfo 858 delay 5hrs bc of engine. today sfo-sea delay to ""sick pilot"". no compensation. They Do. Not. Care.","negative"
"1037",569915643094396928,"@united
You really know how to piss people off. Your Farelock option is fake!","negative"
"1038",569915941192015872,"@VirginAmerica ""You down with RNP?"" ""Yeah you know me!""","neutral"
"1039",569915972758446080,"@AmericanAir need help changing a flight. Please dm","neutral"
"1040",569915992303730688,"@united been on the phone for over an hour with customer service and they can't figure it out! awesome service... NOT!","negative"
"1041",569915992777687040,"@AmericanAir received an email requesting I call about a res. but I keep getting kicked off of your phone system. Help?","negative"
"1042",569916061891633152,"@AmericanAir Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!","positive"
"1043",569916152283041792,"@united e-ticket # 0162389030167, refund request # 16866853, case id # 8465981","negative"
"1044",569916323725217792,"@AmericanAir Well if you won't let me handle my reservation/change online, &amp; your Reservation call # hangs up on me wtf do I do?? Bullshit.","negative"
"1045",569916324471828480,"@united In 2015, United is ""unable"" to look up a flight reservation by passenger name at the YYZ check-in counter - WOW smh #customerservice","negative"
"1046",569916555154169856,"@united Awesome flight crew on UA1589, re the plane,  the  Jurassic period called and they want their dinosaur/plane back!","negative"
"1047",569916586682945536,"@USAirways I called the number and they said no one is available to take my call...guys this is insane","negative"
"1048",569916590814203904,"@AmericanAir followed. I tried to @USAirways record locator number, gave me an error code","negative"
"1049",569916606064828416,"@AmericanAir back in UK now no thanks to your staff that wouldn't me or the other passengers stranded. Just laughed at us","negative"
"1050",569916664130637824,"@AmericanAir I need to rebook and I cannot get an agent. Can you help?","negative"
"1051",569916731595972608,"@united How do I get reimbursed for hotel and taxis for the Cancelled Flightation?","negative"
"1052",569917117576949760,"@AmericanAir We've 15 official complaints signed by #AmericanAirlines Lima supervisor. Customer Relations pls compensate 4 the 10-hour delay","negative"
"1053",569917183385432064,"@AmericanAir literally just stopped allowing people to wait in line for customer service. Incredible. From worst to no customer service.","negative"
"1054",569917319381712896,"@AmericanAir you need to have a look at your handling of flight 106 and 104. Company of yours size should have protocols in place to help","negative"
"1055",569917363891499008,"@united, and now while waiting for new pilot the door on plane BROKE. why am I global services status  on an airline that's unsafe? STUNNING","negative"
"1056",569917431059099648,"@USAirways is there a # or a time bracket I can call to fix this problem?I've been attempting to fix this contact information issue for days","negative"
"1057",569917442455175168,"@AmericanAir need help on a reservation. Can you follow so that I can DM details? Thanks!","neutral"
"1058",569917692758630400,"@USAirways how do I get a hold of customer service? I've called multiple times &amp; have been on hold for 30+ mins only to have to hang up","negative"
"1059",569917729022586880,"@JetBlue someone should screen what you play on your flights. http://t.co/tNY9uIpha5","negative"
"1060",569917765676601344,"@USAirways Who intentionally buys a flight with a 10 hour layover?  And what kind of airline would charge $200 to fix it? Wow... #usairways","negative"
"1061",569917791228157952,"@AmericanAir @CNN @nbsnewsr @cnnbrk except you aren't working with her @AmericanAir youve done nothing to help","negative"
"1062",569917824078090240,"@AmericanAir 6 hours to get backs back after being sat on a plane for 4 hours to have flight Cancelled Flightled with only one small drink","negative"
"1063",569917869296758784,"@AmericanAir I've been trying to reach your customer service for TWO days. I have received zero response. Never traveling AA again.","negative"
"1064",569918026918727680,"@united your SFO-YYJ fight is Cancelled Flightled several times each week, why even bother?","negative"
"1065",569918035097731072,"@USAirways it was customer service like I have never seen before!  Kudos to your organization.","positive"
"1066",569918189909487616,"@AmericanAir Oh,i already have turned  itover to them, but apparently losing someones bag on their honeymoon doesn't require accountability","negative"
"1067",569918327767879680,"@united @retailbagholder hahaha. At least they gave u a refund.","neutral"
"1068",569918449121673216,"@united Either is fine. However, plundering my hard-earned dollars is not fine.","negative"
"1069",569918453722656768,"@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!","positive"
"1070",569918466821459968,"@united Hopefully my baggage fees will be waived tomorrow when I actually get on a flight, as well as compensation for my hotel room","negative"
"1071",569918484726964224,"@SouthwestAir My bags are on the way to Chicago, without me! Help! I was confirmed for 2 flights and told there isn't room and I'm screwed.","negative"
"1072",569918774788419584,"@AmericanAir @British_Airways trying to speak with an agent about my flight to London tonight but can't get anyone from AA.  Can you help?","negative"
"1073",569918918602547200,"@united #unitedairlines so is it 6:20 pm or 12:20?   ORD ABQ 3709.   I can't even take a walk without missing a change.","negative"
"1074",569918932116643840,"@United are you able to see if there are seats open on another flight??","neutral"
"1075",569919020784185344,"@united, b4 boarding this attendant took his shoe &amp;sock off at the desk and showed other agents his foot. So gross. http://t.co/755VpYm4Mv","negative"
"1076",569919041244147712,"@VirginAmerica Why is the site down?  When will it be back up?","negative"
"1077",569919092540510208,"@AmericanAir Thanks! Great stuff! I can only imagine how jammed everything is.","positive"
"1078",569919280361414656,"@SouthwestAir it eventually arrived. just seemed really slow. :)","negative"
"1079",569919319821434880,"@USAirways Bag policy says stroller OR car seat.  We need to bring 2 car seats and 1 stroller.  Should I just call for details?","neutral"
"1080",569919414948237312,".@AmericanAir @TyWinter it's really the small things--the details--that make an excellent experience or a really irritating one.","positive"
"1081",569919610025152512,"@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline without WiFi...","negative"
"1082",569919625640615936,"@AmericanAir you can tweet but not call! You're like a bad boyfriend!","negative"
"1083",569919703054991360,"@AmericanAir For the love of all that is holy, if your automated phone system is going to give like 8 options, give numerical shortcuts","negative"
"1084",569919787888988160,"@AmericanAir 2 months and still no exec platinum member cards. What gives?","negative"
"1085",569919793572261888,"@AmericanAir Don't require us to memorize a five-word phrase and remember it after we hear another six million options","negative"
"1086",569919970446053376,"@AmericanAir No! We departed 24 hours Late Flightr, with a crazy crew. One of the lady simply freaked out and got away from job before departure.","negative"
"1087",569919996568215552,"@AmericanAir F-A-N-T-A-S-T-I-C!! thanks again for coming thru with great customer service!","positive"
"1088",569920090440916992,"@JetBlue The chairs could use some TLC. And more power outlets in the area would be a bonus. Headed to @UniversalORL !","positive"
"1089",569920406737432576,"@united that's cool - now what?","negative"
"1090",569920436466794496,"@USAirways how long for a reply","negative"
"1091",569920484856475648,"@USAirways takes my money at once but then requires 7 to 10 days to process a refund? Why does your auto attendant hang up? #usairwaysfail","negative"
"1092",569920508923215872,"@united that's not even an apology","negative"
"1093",569920515542003712,"@JetBlue thank you. Appreciate that!!","positive"
"1094",569920593597894656,"@united what a pointless tweet. At least @AmericanAir asked me to follow them to try and resolve","negative"
"1095",569920618843521024,"@AmericanAir How clueless is AA. Been waiting to hear for 2.5 weeks about a refund from a Cancelled Flightled flight &amp; been on hold now for 1hr 49min","negative"
"1096",569920656621465600,"@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/IMVMpnQXAI","neutral"
"1097",569920661642088448,"@united you're the reason this whole travel experience has been a nightmare","negative"
"1098",569920723038416896,"@AmericanAir now the second flight I was put on was Cancelled Flightled with no explanation!! Missed my first meeting!!#outraged😡😡","negative"
"1099",569920760522764288,"@united u would not be able to rebook me to get home any sooner than a now 2hr delayed flight.  #linesforever #customerservice #fail #again","negative"
"1100",569920773105840128,"@AmericanAir That will be the third time I have been called by 800-433-7300 an hung on before anyone speaks. What do I do now???","negative"
"1101",569920778306584576,"@AmericanAir Thanks but don't understand why they couldn't have used the tug at the next gate over, ground crew took a break? #unacceptable","negative"
"1102",569920824905306112,"@VirginAmerica I &lt;3 Flying VA But Life happens and I am trying to #change my trip JPERHI  Can you help.VA home page will not let me ?","neutral"
"1103",569921001301024768,"@AmericanAir Trying desperately to rebook my moms flight. Waited 10 hours for callback, got disconnected and they didn’t call back. #help","negative"
"1104",569921082708389888,"@AmericanAir - I'd be happy to hold on the phone, but your phone system is not allowing that and simply hangs up.","negative"
"1105",569921142971969536,"@AmericanAir #last #flight #ever on #AA. You botched this weather delay to the point of absurdity. I'd pay more to fly @Delta","negative"
"1106",569921267601580032,"@USAirways Why did you put my luggage on the plane after mine? Then not deliver it to me like you said? Now show the claim as closed online?","negative"
"1107",569921309439709184,"@united - SERIOUSLY it's 2015?!?!  NO WiFi on a 5hr flight from CLE-SFO #1589.  You're the ONLY airline w/out WiFi...and pls no 'unwind' BS.","negative"
"1108",569921385100750848,"@JetBlue Sure did go south after breakfast though! Delayed three hours. :( :( :(","negative"
"1109",569921467552567296,"@JetBlue you bet:)","positive"
"1110",569921646057926656,"@USAirways any way to get your call center to answer for a OneWorld award? Whenever try system says too busy and disconnect or endless hold","negative"
"1111",569921652374577152,"@united flight 3763 IAd-Sat. We're on the outdoor track for an hour","negative"
"1112",569921747195076608,"@SouthwestAir when can we expect customer service in Dallas to be available","neutral"
"1113",569921757647212544,"@USAirways And the number your agent gave me to call says you are not open? And the main number goes to a computer saying it is delivered?","negative"
"1114",569921840904327168,"@USAirways I am in meetings in California and have no luggage!!","negative"
"1115",569921842204565504,"@USAirways now my rebooked connection is delayed.","negative"
"1116",569921913667104768,"@JetBlue what else on this plane is duct-taped?? #ohboy #shouldigetoutandpush #airplane #flying… http://t.co/R9ZsVzuRLw","negative"
"1117",569922008588222464,"@VirginAmerica Random Q: what's the distribution of elevate avatars? I bet that kitty has a disproportionate share http://t.co/APtZpuROp4","neutral"
"1118",569922145264009216,"@united there are a lot of unhappy cold people on the bridge in freezing temps for an hour. Not given any info.","negative"
"1119",569922214255919104,"@united How do I formally complain about your customer service handler who misconnected me. I was denied boarding &amp; I now lost my bag. Help!","negative"
"1120",569922305423495168,"@AmericanAir My flight through Dallas was Cancelled Flightled and I talked to reservations agent and got a new flight but have not received an email","negative"
"1121",569922365322338304,"@USAirways okay, great. Thank you!","positive"
"1122",569922420624068608,"@JetBlue Definitely! Lots of announcements and the app is great.","positive"
"1123",569922437195829248,"Yessir RT “@AmericanAir: @yourlocalnyer Good morning, Rob. We're showing the flight to sunny Mexico just pushed off the gate.”","neutral"
"1124",569922451913777152,"@AmericanAir dmed back","neutral"
"1125",569922479734595584,"@united @JMS2802 : sure show a video of your outsourced favorite TIMCO, who has a knack for doing substandard maintenance work on aircraft.","negative"
"1126",569922639185072128,"@united already missed  connection ugh","negative"
"1127",569922657937956864,"@SouthwestAir Hello remaining credits on your account will be refunded back to your credit card, when you choose a lower price flight?","negative"
"1128",569922730008518656,"@SouthwestAir Awesome. Thanks! You guys rock!","positive"
"1129",569922837353402368,"@united Just sent! Thanks :)","positive"
"1130",569922853266694144,"@united @JMS2802 : nothing like supporting your own mechanics and maintenance workers...instead United puts out a video of TIMCO doing wifi.","negative"
"1131",569922915472244736,"@SouthwestAir need assistance getting an extension on a flight that has expired.","neutral"
"1132",569922973798420480,"@United States faundation was by faith Judeo Cristian,@Not it was by ideologias.@ http://t.co/mWBk68k0A3","neutral"
"1133",569923045571350528,"@united it's not getting any better. I'd suggest you get a senior manager to this gate , then retrain these gate people","negative"
"1134",569923163259318272,"@USAirways Aye, and nothing to do with an automated system which doesn't work properly. Anyway, got through to somebody...","negative"
"1135",569923221341908992,"@AmericanAir ...why would you sell seats for a 7 hour flight with half of the legroom occupied by an escape raft? http://t.co/DTHEyOFXrB","negative"
"1136",569923242015764480,"@USAirways They were breathing very heavily. but were super helpful. Thank you.","positive"
"1137",569923360982900736,"@AmericanAir my flight 1337 is Cancelled Flightled.  Can you let me know what my new flight info is?","negative"
"1138",569923394990419968,"@VirginAmerica Can't bring up my reservation online using Flight Booking Problems code","neutral"
"1139",569923507263557632,"@united Thank you! You need to follow back tho otherwise I can't DM you. X","positive"
"1140",569923518051323904,"@JetBlue no. come on.","neutral"
"1141",569923525508665344,"😩😂😂😂😂 “@JetBlue: Our fleet's on fleek. http://t.co/yco9dikpt9”","neutral"
"1142",569923685848653824,"@JetBlue Looking cool","positive"
"1143",569923730614460416,"@AmericanAir 45min wait to get de-iced in Tulsa.Not good service.Looks like everyone will miss connections, not due to weather. Fight is on","negative"
"1144",569923761232850944,"@JetBlue ...really?","neutral"
"1145",569923809634947072,"@united Hi, Im flying SFO-LAX-SAL-CLO. My connecting time in LAX is 1h45m. Is it enough time? Do I have to collect my bag and recheck on AV?","neutral"
"1146",569923825179054080,"@JetBlue Hopefully now my application for JetBlue donut designer will finally go through the proper channels.","positive"
"1147",569923934054805504,"“@JetBlue: Our fleet's on fleek. http://t.co/kVXs1lCqLp” @alynewton new fav airline","positive"
"1148",569924092280774656,"Haha! @JetBlue: Our fleet's on fleek. http://t.co/KmaNLdQbh4”","negative"
"1149",569924101080535040,"@JetBlue I want you guys to be the first to fly to #Cuba, from NYC.","neutral"
"1150",569924116335108096,"@JetBlue @BrandsSayingBae well here we go","positive"
"1151",569924117719199744,"@JetBlue I digg it!","neutral"
"1152",569924145380634624,"LMAO “@JetBlue: Our fleet's on fleek. http://t.co/aIyC9WV5oq”","positive"
"1153",569924201559293952,"@united @JMS2802 : outsource it all United Airlines...your customers  are just loving you for it. Outsource. Outsource. Outsource.","positive"
"1154",569924243946737664,"@SouthwestAir it's not disappointment, it's a blatant disregard for your business select customers, it's becoming a problem that's pushing","negative"
"1155",569924309902356480,"@AmericanAir I'm trying to make a reservation with a &lt; 2 year old lap child. Don't see any option online. How do I proceed with reservation?","negative"
"1156",569924355011932160,"@united Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily.","negative"
"1157",569924375723560960,"Please don't. RT “@JetBlue: Our fleet's on fleek. http://t.co/gdzadXzBYA”","neutral"
"1158",569924385387241472,"😩😩😩“@JetBlue: Our fleet's on fleek. http://t.co/BBHTlZgH2C”","neutral"
"1159",569924393976987648,"@SouthwestAir a companion pass flyer to other airlines because it's being abused @ every airport...","negative"
"1160",569924418320740352,"@JetBlue well, now I'll make sure to never fly JetBlue","negative"
"1161",569924654401495040,"@JetBlue no. Please stop.","negative"
"1162",569924676715220992,"💯💯💯 RT @JetBlue: Our fleet's on fleek. http://t.co/SrM13qbRZD","neutral"
"1163",569924679206457344,"@SouthwestAir easy fix, let the business select actually board 1st, then board the pre-boards...","neutral"
"1164",569924772349538304,"@AmericanAir I need some help. My record locator is bringing up TWO different flights in your system. One op by AA &amp; one from US Airways.","neutral"
"1165",569924793232785408,"nope. RT @JetBlue: Our fleet's on fleek. http://t.co/9SHhTvIOTI","negative"
"1166",569924965446725632,"@SouthwestAir nice touch on the passbook integration!","positive"
"1167",569925082832728064,"Bruh...real tweet from @JetBlue ""Our fleet's on fleek. http://t.co/dqny4aKTg9""","neutral"
"1168",569925091095646208,"Now put your baggage fees back on ""free."" RT @JetBlue: Our fleet's on fleek. http://t.co/oxsA8btVTB","neutral"
"1169",569925111475793920,"“@JetBlue: Our fleet's on fleek. http://t.co/PULp4i0w96” smh","neutral"
"1170",569925171294953472,"@AmericanAir sure, thank you!","positive"
"1171",569925187757592576,"“@JetBlue: Our fleet's on fleek. http://t.co/2UaICFJRmS” no way","neutral"
"1172",569925190236442624,"But, are your flight attendants fucking tho? RT @JetBlue: Our fleet's on fleek. http://t.co/wGYzTnjCXm","negative"
"1173",569925291331735552,"@AmericanAir you said this last time. It doesn't take 6 weeks to reply to an email.","negative"
"1174",569925308368883712,"@AmericanAir @usairways who is the next stop after customer service.","negative"
"1175",569925362471211008,"@AmericanAir follows the Talent PM of #BDSM porn site http://t.co/UQGW6qsFFU. New ""Economy Dungeon"" class coming? http://t.co/pl9Sop5IHu","negative"
"1176",569925511394119680,"“@JetBlue: Our fleet's on fleek. http://t.co/3Ltx7JKBo9” is fleek dead yet now?","neutral"
"1177",569925538946551808,"Why? 😒 RT @JetBlue Our fleet's on fleek. http://t.co/I7Ut2ZvHCO","negative"
"1178",569925551475056640,"@JetBlue I have a little more time then that..lol. Well actually a lot more. 36 days more. But I'm just excited!!","positive"
"1179",569925590276419584,"@JetBlue woof.","neutral"
"1180",569925612069998592,"@united noooooooooooooooooooooope.","negative"
"1181",569925614100189184,"@united. It's not my first time flying to the US. I have medical info. Looking for practical like my adapted seat cushion allowed on?","neutral"
"1182",569925645204987904,"@SouthwestAir Thanks, Lindsey. Any idea when I'll get there?! Stuck in Denver and told to ""listen to the intercom better"".","neutral"
"1183",569925680168726528,"@AmericanAir will award me 50,000 air miles!!! Yes I am going to take a vacation! 
#thanksamericanairlines","positive"
"1184",569925709025509376,"@USAirways Very frustrated, checked bag in Logan, was not given a luggage ticket,now luggage is lost &amp; no ownership from @USAirways","negative"
"1185",569925929713188864,"@JetBlue lmfao, i love it","positive"
"1186",569925940224139264,"@AmericanAir #AmericanView
The view of Oregon from seat 31F, flight AA1469 2/22/15 http://t.co/t9JBN9WZtq","neutral"
"1187",569925941067186176,"They didnt just tweet this... Nah. RT “@JetBlue: Our fleet's on fleek. http://t.co/1yLn1Gx4QX”","neutral"
"1188",569925990283145216,"@AmericanAir I'd like to explore both options, and what the cost might be to change the date and destination.","neutral"
"1189",569926031542345728,"@USAirways booked flight 1mnth ago, seat CONFIRMED, small plane arrived and was not allowed to board bcs no seat, horrible service","negative"
"1190",569926124488118272,"@united wow you even answered back!  Awesome! @AmericanAir @USAirways That's customer service!!! #usairwaysfail","positive"
"1191",569926212400709632,"@AmericanAir Define ""sincerely"". Your actions do not reflect what you're saying in a poor attempt to redeem yourselves on social media.","negative"
"1192",569926412234326016,"@USAirways trying to book award travel leaving on red-eye Sunday night after midnight. Should I book the date in Sunday or Monday?","neutral"
"1193",569926460036657152,"@JetBlue I just booked a flight with you guys. I'm reconsidering that decision now after reading this tweet.","negative"
"1194",569926559982751744,"“@JetBlue: Our fleet's on fleek. http://t.co/vOUUFRN4jS” YASSS JetBlue ! Tell them !","positive"
"1195",569926608997498880,"“@JetBlue: Our fleet's on fleek. http://t.co/mFSsh2UHUe” LMFAO!!!!!!!!!!","neutral"
"1196",569926659219922944,"@JetBlue  hahah 😂👌👌👌 love flying jet blue tho!! http://t.co/7VeE44MACM","positive"
"1197",569926674353160192,"“@JetBlue: Our fleet's on fleek. http://t.co/H11jglw74L”ayyy 😎","neutral"
"1198",569926688244703232,"“@JetBlue: Our fleet's on fleek. http://t.co/yZH4ZRQM0i” really JetBlue? #fleek?!!! 😂😂😂 hell no... Yall petty","negative"
"1199",569926843853185024,"@USAirways horrible service, wrong plane arrived, many confirmed passengers could not get on flight we paid for due to lack of seats flight","negative"
"1200",569926859699437568,"@AmericanAir got it, so it's just paying extra not to sit in the way back. Awesome. Never again.","negative"
"1201",569926909515034624,"Okay. RT @JetBlue: Our fleet's on fleek. http://t.co/6H5uEZH4cv","neutral"
"1202",569926945535860736,"@JetBlue Very excited, for the first time this Sunday, March 1 I get to fly #JetBlue flight 123 #Mint from JFK. Looking forward :-)","positive"
"1203",569926998824394752,"@VirginAmerica I’m having trouble adding this flight my wife booked to my Elevate account. Help? http://t.co/pX8hQOKS3R","negative"
"1204",569927035524681728,"“@JetBlue: Our fleet's on fleek. http://t.co/Lv9HwQDK9A”

Can't fly you anymore, we had a good run ✌️","negative"
"1205",569927042931814400,"@americanair 30 minutes since landing - flight 1531 from Miami and no luggage- what's the delay","negative"
"1206",569927127350407168,"“@JetBlue: Our fleet's on fleek. http://t.co/JMnkJ6Bmc2” Jet Blizzue in the hizouse.","positive"
"1207",569927263040315392,"@united Great! I'm ready to go home.","positive"
"1208",569927288751587328,"STOP. USING.THIS.WORD. IF. YOU'RE. A. COMPANY. RT @JetBlue: Our fleet's on fleek. http://t.co/Fd2TNYcTrB","negative"
"1209",569927299908444160,".@JetBlue this is enough for me to stop flying JetBlue.","negative"
"1210",569927442657386496,"@AmericanAir seriously, you treat your passengers like shit.","negative"
"1211",569927476463452160,"@jetblue who's running your tweeter using the word fleek?","neutral"
"1212",569927506112815104,"@JetBlue @courteroy LOLZ. ""On Fleek""","neutral"
"1213",569927630469894144,"@united is there a United gold number? I've been on hold 24 minutes and think I may be lost in nowhereland. Have a gold reservation. Help.","negative"
"1214",569927644575182848,"@AmericanAir thanks.....","positive"
"1215",569927739802652672,"@SouthwestAir  how many others didn't know you are stopping non stop flights to ATL and from to Hartford Ct as of April ?","negative"
"1216",569927792781086720,"@JetBlue sounds good!!!💙💙💙💙","positive"
"1217",569927837601402880,"@united better just keep connection from ORD To FWA that boards in ten minutes open until I get off the plane that just landed an hour Late Flight","negative"
"1218",569927842173050880,"@united fails again. @SouthwestAir saves the day.","neutral"
"1219",569927843666366464,"@AmericanAir @EdPlotts don't bother trying to get anywhere with their customer service team either as take 2+ months and counting to reply","negative"
"1220",569927856232534016,"LMAO Y'ALL “@JetBlue: Our fleet's on fleek. http://t.co/LQjT2jvOYS”","neutral"
"1221",569927906241212416,"“@JetBlue: Our fleet's on fleek. http://t.co/tLGoihqkvS” 😐 make it stop.","negative"
"1222",569927965007417344,"@SouthwestAir Thanks. I did go through these motions shortly after my flight yesterday. I wonder how quickly flight attendants are notified.","positive"
